"","pathway","pval","padj","log2err","ES","NES","size"
"176","GO_COLLAGEN_TRIMER",0.0115942200273365,0.0736671167164408,0.380730400722792,-0.393640782028299,-1.58360668614498,67
"177","GO_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE",0.011723086373018,0.0742765800266498,0.380730400722792,0.461845892292993,1.74745755791604,32
"178","GO_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS",0.0120626716259344,0.0756591422164876,0.380730400722792,-0.424578483238414,-1.61070364947992,51
"179","GO_CXCR3_CHEMOKINE_RECEPTOR_BINDING",0.0124148670154288,0.0772970659148329,0.380730400722792,0.84079716760526,1.62691194496572,4
"180","GO_CORECEPTOR_ACTIVITY",0.0129817361823326,0.0794318046239979,0.380730400722792,-0.452277918310798,-1.6360325777667,40
"181","GO_REGULATION_OF_GLIOGENESIS",0.0129549318927269,0.0794318046239979,0.380730400722792,-0.358443733396221,-1.52857101927845,92
"182","GO_CXCR_CHEMOKINE_RECEPTOR_BINDING",0.0130881855233747,0.079940049161529,0.380730400722792,0.621675358925475,1.7575696300889,12
"183","GO_REGULATION_OF_SPROUTING_ANGIOGENESIS",0.0138025814679313,0.0830671179628694,0.380730400722792,-0.384293013385238,-1.53969288827169,66
"184","GO_MHC_CLASS_II_PROTEIN_BINDING",0.0158154817667494,0.0912706543040756,0.352487857583619,0.807494263567938,1.67126897466787,5
"185","GO_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION",0.016193113185215,0.0928230160505196,0.352487857583619,-0.319372536364915,-1.45210977812132,151
"186","GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY",0.0174660163371385,0.098009243290402,0.352487857583619,0.19325953736604,1.14745910659431,639
"187","GO_MUSCLE_FILAMENT_SLIDING",0.017817840681511,0.0994134690908027,0.352487857583619,-0.540679388555078,-1.69512594543241,21
"188","GO_SMOOTH_MUSCLE_CELL_PROLIFERATION",0.0179196753101085,0.0998729729919362,0.352487857583619,-0.329660074064798,-1.45788484711355,122
"189","GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION",0.0180349096291067,0.100196880002289,0.352487857583619,-0.297098871095433,-1.40011830696708,204
"190","GO_PYRIMIDINE_NUCLEOSIDE_CATABOLIC_PROCESS",0.019029154394947,0.104125105015188,0.352487857583619,0.539731813447106,1.67395435784693,16
"191","GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",0.0197168554147653,0.106756257802755,0.352487857583619,-0.330209479404489,-1.43948983564414,108
"192","GO_SPINAL_CORD_PATTERNING",0.020079745917309,0.108291351903187,0.352487857583619,-0.639476159717151,-1.72162403546569,12
"193","GO_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",0.0201117163919483,0.108322296008104,0.352487857583619,-0.485147017692015,-1.58979679023975,26
"194","GO_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION",0.0202313994154292,0.108640137385767,0.352487857583619,-0.311774918015122,-1.40907702724195,146
"195","GO_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS",0.0203890461122527,0.10907129258276,0.352487857583619,-0.44559351313752,-1.57900364558975,36
"196","GO_INFLAMMATORY_RESPONSE",0.0210959301729237,0.112262092518794,0.352487857583619,0.1997097610104,1.17499985363459,576
"197","GO_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL",0.0218063560267091,0.115389154310579,0.352487857583619,0.635094727747944,1.70438719984756,10
"198","GO_ACUTE_INFLAMMATORY_RESPONSE",0.0222401579298334,0.117080502859569,0.352487857583619,0.325198809776344,1.45901193733535,72
"199","GO_ENDOTHELIAL_CELL_PROLIFERATION",0.0222695069958244,0.117114766278041,0.352487857583619,-0.322113259767887,-1.42686365884313,126
"200","GO_EMBRYONIC_DIGIT_MORPHOGENESIS",0.0226586102719033,0.118371904400595,0.376039306993639,-0.397328217416758,-1.50482502622213,50
"201","GO_DIENCEPHALON_DEVELOPMENT",0.022696320238402,0.118508535664365,0.352487857583619,-0.427493977427415,-1.53525723239098,38
"202","GO_EPIDERMIS_MORPHOGENESIS",0.0236198367823627,0.121414248723373,0.352487857583619,-0.514447255698718,-1.61712236953855,22
"203","GO_DORSAL_VENTRAL_PATTERN_FORMATION",0.0242265317759645,0.123603524060953,0.352487857583619,-0.384337653101063,-1.49260582795221,57
"204","GO_NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT",0.0244987236351274,0.124435072252715,0.352487857583619,-0.502898293521957,-1.615957997115,24
"205","GO_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0.0255222120442842,0.12767330951909,0.352487857583619,-0.373956063486666,-1.50441557251902,67
"206","GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION",0.0256567724819693,0.128158890308132,0.352487857583619,-0.374874068655394,-1.47713963687725,62
"207","GO_NEPHRON_MORPHOGENESIS",0.0257575757575758,0.12858747472401,0.352171384439073,-0.372721611443725,-1.45158666627257,58
"208","GO_KERATINOCYTE_APOPTOTIC_PROCESS",0.0258877182721698,0.128873082951991,0.352487857583619,-0.766593719759175,-1.55971969780308,5
"209","GO_GROWTH_FACTOR_ACTIVITY",0.0275761973875181,0.133560255458326,0.332263053752429,-0.331263097710889,-1.42171880541541,98
"210","GO_PITUITARY_GLAND_DEVELOPMENT",0.028384206407922,0.136401141852502,0.352487857583619,-0.525618198141873,-1.64790643757074,21
"211","GO_POSITIVE_REGULATION_OF_MAP_KINASE_ACTIVITY",0.0284974093264249,0.136688930141481,0.307750047666508,-0.278150434693572,-1.33392459944088,231
"212","GO_RESPONSE_TO_CHEMOKINE",0.0286301033931046,0.137197060886116,0.352487857583619,0.324917930036716,1.42648294772776,67
"213","GO_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS",0.0288135593220339,0.137666226213282,0.352171384439073,-0.557905085696766,-1.58515872501012,15
"214","GO_PYRIMIDINE_RIBONUCLEOSIDE_METABOLIC_PROCESS",0.0300041008629928,0.141013773762599,0.352487857583619,0.616486818351152,1.65444963745544,10
"215","GO_GOLGI_LUMEN",0.0306278713629403,0.142649816431728,0.323470511553299,-0.363210559204584,-1.42574973767927,61
"216","GO_FAT_CELL_DIFFERENTIATION",0.0333333333333333,0.150028251482631,0.287857117255149,-0.282590554142763,-1.32499481849945,197
"217","GO_MESODERM_MORPHOGENESIS",0.0332694863645682,0.150028251482631,0.321775918075361,-0.37473439888557,-1.459425587663,58
"218","GO_CHONDROCYTE_DEVELOPMENT",0.0345876584842389,0.152853071886872,0.321775918075361,-0.460220740173227,-1.53073797230349,29
"219","GO_ACTIN_CYTOSKELETON_REORGANIZATION",0.034833091436865,0.153310451796159,0.294066672318865,-0.323928152743265,-1.38594750360369,94
"220","GO_NEGATIVE_REGULATION_OF_CELL_ADHESION",0.035110533159948,0.154068685303922,0.276500599254472,-0.273186942814126,-1.31214786875314,239
"221","GO_GRANULOCYTE_MIGRATION",0.0375700262287704,0.159823512861352,0.321775918075361,0.274757016825466,1.32929600066586,112
"222","GO_LYMPHOCYTE_MIGRATION",0.0381157389535026,0.161403429003127,0.321775918075361,0.28898245511254,1.35072475520059,90
"223","GO_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE",0.0383357437290122,0.161783148946922,0.321775918075361,0.414794517961438,1.49957806797709,28
"224","GO_ELASTIC_FIBER_ASSEMBLY",0.0383275261324042,0.161783148946922,0.307750047666508,-0.616722310333602,-1.56804082411507,10
"225","GO_CORTICOTROPIN_SECRETION",0.0391504110127396,0.163272657558213,0.321775918075361,0.79175618494943,1.53201942682978,4
"226","GO_POSITIVE_REGULATION_OF_CORTICOTROPIN_SECRETION",0.0391504110127396,0.163272657558213,0.321775918075361,0.79175618494943,1.53201942682978,4
"227","GO_ALPHA_BETA_T_CELL_PROLIFERATION",0.0395778364116095,0.164557703859622,0.376039306993639,0.389530295157265,1.47384153387252,32
"228","GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS",0.0402471592895921,0.166481869950075,0.321775918075361,0.234444946173288,1.26291808960301,226
"229","GO_NEUTROPHIL_MIGRATION",0.0420000953731932,0.170805959100583,0.321775918075361,0.287642971711862,1.34446391355963,90
"230","GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",0.0423280423280423,0.171570780266432,0.252961123069611,-0.278876082531124,-1.3142409699755,204
"231","GO_REGULATION_OF_MYOBLAST_DIFFERENTIATION",0.0434108527131783,0.174442905397196,0.271288554688953,-0.398317757762608,-1.44084157465941,40
"232","GO_LYMPHOCYTE_CHEMOTAXIS",0.0440166194197726,0.17604931051083,0.321775918075361,0.366963549266109,1.48105162071259,43
"233","GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION",0.0441558441558442,0.176414540458171,0.352171384439073,0.396511449853623,1.43348055038077,28
"234","GO_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT",0.0443740095087163,0.176995514395911,0.271288554688953,-0.442790521751366,-1.4666791587948,27
"235","GO_REGULATION_OF_BONE_MINERALIZATION",0.0450518670378809,0.178864458565029,0.321775918075361,-0.359406468001615,-1.44588292615014,67
"236","GO_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS",0.0462555066079295,0.181209358213175,0.315324831550005,0.703173032671867,1.56276971295307,6
"237","GO_ANTIGEN_BINDING",0.0479170435901628,0.184936788363835,0.321775918075361,0.346220813201621,1.42636687383215,47
"238","GO_LEUKOCYTE_MEDIATED_CYTOTOXICITY",0.0488505747126437,0.186822853365466,0.352171384439073,0.292786927950073,1.34096265036561,80
"239","GO_BONE_MORPHOGENESIS",0.0490341753343239,0.186877961254871,0.248911114434702,-0.328861598022061,-1.35517208586529,75
"240","GO_MESENCHYMAL_CELL_PROLIFERATION",0.0490045941807044,0.186877961254871,0.252961123069611,-0.396172429279532,-1.42926513824027,39
"241","GO_RESPONSE_TO_CORTICOSTEROID",0.0492264416315049,0.187177292892504,0.241339976815091,-0.299372574433283,-1.32394176378747,122
"242","GO_MONOCYTE_CHEMOTAXIS",0.0504201680672269,0.190305050986166,0.341793380897475,0.34030063989082,1.37344108222135,43
"243","GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY",0.0504201680672269,0.190305050986166,0.341793380897475,0.343889894193741,1.38792718285211,43
"244","GO_REGULATION_OF_POSITIVE_CHEMOTAXIS",0.0515806988352745,0.193545578688526,0.257206466468838,-0.479325005505241,-1.48514619993055,20
"245","GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE",0.053030303030303,0.196966953124143,0.315324831550005,0.415094673255839,1.45077819961714,24
"246","GO_INTERFERON_GAMMA_PRODUCTION",0.0531867765723176,0.197333716985932,0.321775918075361,0.283750952964372,1.3262723383379,90
"247","GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",0.0538100075464922,0.198711425059156,0.321775918075361,0.304652505990051,1.3953069378241,80
"248","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I_VIA_ER_PATHWAY",0.058165548098434,0.209588087051806,0.282013350011725,0.65954448794206,1.5718140004726,7
"249","GO_LENS_FIBER_CELL_DIFFERENTIATION",0.0583468395461912,0.210030508185762,0.237793834423688,-0.427874911019327,-1.42350870788963,28
"250","GO_OSSIFICATION_INVOLVED_IN_BONE_REMODELING",0.0584905660377358,0.210094835277401,0.257206466468838,-0.770218433957501,-1.45986361729243,4
"251","GO_BICARBONATE_TRANSPORT",0.0592991913746631,0.212115570999693,0.307750047666508,0.39262381090345,1.39098968304154,27
"252","GO_HEPARIN_BINDING",0.0594900849858357,0.21234626576044,0.219250346703755,-0.294280515299494,-1.30269999856964,124
"253","GO_EMBRYONIC_ORGAN_MORPHOGENESIS",0.0598958333333333,0.213497313463098,0.208955027549354,-0.262865729933951,-1.2593240922547,226
"254","GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE",0.0601719197707736,0.214138445678765,0.219250346703755,-0.302981861105639,-1.3063710565166,101
"255","GO_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT",0.0615615615615616,0.217222400151833,0.222056046145248,-0.357015592450995,-1.37537487815907,54
"256","GO_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY",0.0618066561014263,0.217810054405542,0.227987202850442,-0.428000023437981,-1.41768778576669,27
"257","GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION",0.0638297872340425,0.223007363887377,0.219250346703755,-0.317474780737416,-1.3145479398213,83
"258","GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS",0.0639097744360902,0.223075131668518,0.352171384439073,0.232549453344636,1.22537806731102,186
"259","GO_BIOMINERALIZATION",0.0645624103299857,0.224738155081902,0.211400189384923,-0.290827864714794,-1.28961185575248,127
"260","GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS",0.0658174097664544,0.227258430018515,0.178219874951973,-0.216738930626165,-1.15242271077126,925
"261","GO_CELL_SURFACE",0.0673289183222958,0.230845221462769,0.179782316298324,-0.225320086012602,-1.17111068085621,627
"262","GO_HEPARAN_SULFATE_PROTEOGLYCAN_BINDING",0.068421052631579,0.233186405695195,0.227987202850442,-0.539966475717903,-1.45371996878324,12
"263","GO_CELL_ACTIVATION",0.0725301875038792,0.241885226943831,0.287805130535564,0.17284939791168,1.08151993065726,1184
"264","GO_TAP_BINDING",0.0727272727272727,0.242306101955225,0.252961123069611,0.629860696616939,1.54321508555265,8
"265","GO_REGULATION_OF_MAP_KINASE_ACTIVITY",0.0736579275905119,0.244374651388127,0.183023938384487,-0.24776243963784,-1.21985142588382,300
"266","GO_RESPONSE_TO_BACTERIUM",0.0740097281996953,0.244748735768876,0.287805130535564,0.202469782827656,1.16316443886551,436
"267","GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",0.0748971084706958,0.246492248834077,0.287805130535564,0.206924720493913,1.16992774632358,329
"268","GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY",0.075,0.246751684311838,0.276500599254472,0.366092003881413,1.37918831704545,33
"269","GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION",0.075036075036075,0.246791196117687,0.195789002148949,-0.290592871901028,-1.27068189068528,114
"270","GO_IMMUNOGLOBULIN_SECRETION",0.078239608801956,0.252946780663322,0.252961123069611,0.430279891205002,1.39388435256144,18
"271","GO_REGULATION_OF_HEMOPOIESIS",0.0787309048178613,0.254134538529168,0.170932335370056,-0.234438775133236,-1.18828995666543,420
"272","GO_INTERLEUKIN_8_PRODUCTION",0.0791788856304985,0.254912289008309,0.276500599254472,0.281161143943763,1.24534463915943,68
"273","GO_INTERLEUKIN_10_PRODUCTION",0.0794117647058823,0.255143023685632,0.276500599254472,0.31272167671046,1.30889686391923,50
"274","GO_REGULATION_OF_KIDNEY_DEVELOPMENT",0.0801232665639445,0.256341006953426,0.195789002148949,-0.368566440606662,-1.35203694314642,42
"275","GO_REGULATION_OF_IMMUNE_RESPONSE",0.080538871091729,0.257378037720686,0.287805130535564,0.182653432375891,1.0943012968212,736
"276","GO_BONE_MINERALIZATION",0.0830945558739255,0.262912904492177,0.184706471207739,-0.293006438092267,-1.26335988794821,101
"277","GO_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT",0.0833333333333333,0.26351629149964,0.179782316298324,-0.273695535123494,-1.25606314769657,161
"278","GO_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",0.0845070422535211,0.266488228262564,0.237793834423688,0.477320347970237,1.4422537817772,14
"279","GO_TISSUE_REMODELING",0.085195530726257,0.267425824180522,0.179782316298324,-0.281138217245359,-1.25835136281625,132
"280","GO_NEGATIVE_REGULATION_OF_MYOBLAST_DIFFERENTIATION",0.0860033726812816,0.268409404039516,0.197822021315103,-0.458914693290828,-1.38601369138293,18
"281","GO_EAR_DEVELOPMENT",0.0899182561307902,0.275998717935125,0.172324344900946,-0.271337063189158,-1.24740295593711,165
"282","GO_REGULATION_OF_HEART_MORPHOGENESIS",0.0914927768860353,0.279493126888976,0.186432558434075,-0.395114417206577,-1.35255014932593,32
"283","GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I_TAP_INDEPENDENT",0.0931818181818182,0.282715841850457,0.222056046145248,0.600532898727693,1.47135935559234,8
"284","GO_COLLAGEN_METABOLIC_PROCESS",0.0945121951219512,0.285569405119508,0.178219874951973,-0.307272192651104,-1.27537723203864,84
"285","GO_EOSINOPHIL_MIGRATION",0.0962441314553991,0.288772041690809,0.222056046145248,0.465053907563617,1.40518995212774,14
"286","GO_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION",0.0967741935483871,0.289419467727824,0.181383128498408,-0.396156144090311,-1.34433207529808,31
"287","GO_T_HELPER_17_CELL_LINEAGE_COMMITMENT",0.100467289719626,0.296146035089039,0.216542836735348,0.524627441462175,1.40792901727848,10
"288","GO_MHC_CLASS_I_PROTEIN_COMPLEX",0.102272727272727,0.299487954934842,0.211400189384923,0.581816684326232,1.4255029550201,8
"289","GO_CCR1_CHEMOKINE_RECEPTOR_BINDING",0.104508196721311,0.303411044300084,0.197822021315103,0.781852650846571,1.37487723430433,3
"290","GO_3_UTR_MEDIATED_MRNA_DESTABILIZATION",0.108474576271186,0.311336910064656,0.175204047558551,-0.478919448729908,-1.36073924076733,15
"291","GO_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION",0.110077519379845,0.314178948299558,0.165656695205483,-0.375270736607595,-1.32100524469682,35
"292","GO_RESPONSE_TO_MURAMYL_DIPEPTIDE",0.111480865224626,0.316422992770146,0.170932335370056,-0.438352437906723,-1.35819631755127,20
"293","GO_MOLECULAR_TRANSDUCER_ACTIVITY",0.112568306010929,0.318451856039194,0.135002033828631,-0.216740414087521,-1.13384310260875,676
"294","GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN",0.113083994186303,0.319114274156201,0.287805130535564,0.209695824986488,1.1538987068125,268
"295","GO_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY",0.113240418118467,0.319120771586941,0.173747838999571,-0.539623366579826,-1.37201371551789,10
"296","GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING",0.117567567567568,0.327001737294658,0.148261500475107,-0.258747959351669,-1.20386132784931,184
"297","GO_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION",0.118440779610195,0.328747612876044,0.156312403073186,-0.340818607878991,-1.27682398338979,47
"298","GO_NEGATIVE_REGULATION_OF_BEHAVIOR",0.119217081850534,0.329090491084044,0.170932335370056,-0.578273697459525,-1.38574052823057,8
"299","GO_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE",0.120689655172414,0.33204477630734,0.219250346703755,0.285225397515067,1.22977327918379,60
"300","GO_BONE_REMODELING",0.12184249628529,0.333852043806076,0.153158808683073,-0.304761719880684,-1.25586136571317,75
"301","GO_REGULATION_OF_RELAXATION_OF_MUSCLE",0.122262773722628,0.334437115104174,0.170932335370056,-0.633832148172575,-1.37636451157226,6
"302","GO_DEFENSE_RESPONSE_TO_BACTERIUM",0.12280701754386,0.335657240115213,0.241339976815091,0.236469191945082,1.18128477905322,136
"303","GO_NEGATIVE_REGULATION_OF_FAT_CELL_DIFFERENTIATION",0.124031007751938,0.337563159367337,0.155241966228839,-0.345995064925571,-1.27144893607735,43
"304","GO_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN",0.127340823970037,0.342301480946981,0.245041785430996,0.230518088535435,1.17025031024885,163
"305","GO_REGULATION_OF_INFLAMMATORY_RESPONSE",0.127450980392157,0.342438194460975,0.282013350011725,0.199738705296692,1.11110084733496,290
"306","GO_TRANSFORMING_GROWTH_FACTOR_BETA_BINDING",0.131447587354409,0.349493131532141,0.156312403073186,-0.422463953427944,-1.3089672515203,20
"307","GO_GRANULOCYTE_CHEMOTAXIS",0.13166144200627,0.349638138555982,0.219250346703755,0.251292189308909,1.18844700886054,97
"308","GO_SECOND_MESSENGER_MEDIATED_SIGNALING",0.132281553398058,0.350257508416496,0.130777137971974,-0.23422654741697,-1.16488808200854,327
"309","GO_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEVELOPMENT",0.132867132867133,0.351173311224858,0.159646701919906,-0.553659707786416,-1.37545271113506,9
"310","GO_POSITIVE_REGULATION_OF_CELL_ADHESION",0.133093525179856,0.351318944844125,0.129442887745046,-0.229904721943251,-1.156768170607,373
"311","GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY",0.134110787172012,0.35291406785963,0.208955027549354,0.281669334616404,1.20751995928922,59
"312","GO_COLLAGEN_BIOSYNTHETIC_PROCESS",0.141104294478528,0.363208970852736,0.143758989039275,-0.357666187254907,-1.284484998056,38
"313","GO_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY",0.142857142857143,0.366158460384904,0.152144922367565,-0.481497482407592,-1.32114983791275,13
"314","GO_INTERLEUKIN_4_PRODUCTION",0.143979057591623,0.367058648467129,0.190023305279108,0.334388176207852,1.26337146807572,31
"315","GO_POSITIVE_CHEMOTAXIS",0.148425787106447,0.373798243314492,0.138022242496643,-0.330900331910853,-1.23966670283868,47
"316","GO_IMMUNE_SYSTEM_DEVELOPMENT",0.151287553648069,0.377758427723629,0.112843355675562,-0.20908711128594,-1.10670808221089,867
"317","GO_ALPHA_BETA_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",0.154518950437318,0.382909793757825,0.193813302725311,0.279817760692678,1.19068167891679,55
"318","GO_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE",0.156862745098039,0.385660511351213,0.188204146308491,0.318043950729261,1.23531071973271,37
"319","GO_NEUTROPHIL_CHEMOTAXIS",0.159763313609467,0.39008875739645,0.191892240384838,0.259951043223614,1.17242794812369,77
"320","GO_INTERSTITIAL_MATRIX",0.160493827160494,0.390511814362789,0.144630528034484,-0.489091728699358,-1.27911061612335,11
"321","GO_REGULATION_OF_METANEPHROS_DEVELOPMENT",0.16271186440678,0.393354589696258,0.140406238523342,-0.442458316535401,-1.28136609926324,16
"322","GO_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",0.164520743919886,0.396326104979663,0.126875729929857,-0.26706884687736,-1.17453676744369,118
"323","GO_REGULATION_OF_CHEMOTAXIS",0.164642375168691,0.396525964620697,0.122679189568808,-0.247966454776721,-1.15329979025816,185
"324","GO_CELL_KILLING",0.167763157894737,0.401308883650694,0.197822021315103,0.244010934047313,1.15928617690826,101
"325","GO_FIBRONECTIN_BINDING",0.168316831683168,0.401976969937329,0.135740943810425,-0.384235851466981,-1.23466117295395,24
"326","GO_POSITIVE_REGULATION_OF_HEMOPOIESIS",0.169167803547067,0.402976962921062,0.121543282035469,-0.250466353688351,-1.15498506981634,174
"327","GO_ENDOPLASMIC_RETICULUM_LUMEN",0.169909208819715,0.403898687168793,0.11776578836269,-0.237391854625127,-1.14700522140012,250
"328","GO_MONONUCLEAR_CELL_DIFFERENTIATION",0.171749598715891,0.406577131770882,0.132147260608774,-0.363667951665113,-1.24490304810249,32
"329","GO_REGULATION_OF_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_SIGNALING_PATHWAY",0.176573426573427,0.414361668080204,0.136490437780413,-0.515564893647897,-1.28081404653636,9
